4,342,2
3,214,2
4,797,2
1,99,3
18,716,1
15,866,4
16,627,2
3,138,3
4,966,5
15,914,3
21,387,4
4,915,1
15,925,2
7,575,5
2,962,4
13,734,1
4,242,2
4,814,5
7,448,2
12,829,1
11,118,4
12,815,3
15,971,2
4,353,4
12,533,5
15,421,2
6,693,3
5,317,4
2,277,1
3,111,2
21,591,2
1,112,5
1,292,1
2,33,1
2,616,3
3,493,3
13,388,5
1,183,2
11,669,3
17,467,2
13,69,5
11,376,5
13,386,3
2,974,1
13,456,2
12,645,5
21,165,4
3,673,4
3,279,1
21,831,2
14,336,5
21,156,2
12,168,2
3,358,4
15,61,4
21,648,5
2,927,1
17,932,4
11,944,1
12,128,3
18,663,5
4,291,5
21,729,4
14,783,4
5,821,4
9,641,1
14,13,3
12,821,4
5,457,3
13,519,4
8,246,1
11,911,5
1,154,2
19,298,2
7,15,1
6,778,2
16,916,3
6,62,5
15,19,3
14,713,4
18,47,5
6,793,3
11,219,5
21,213,3
1,173,1
17,892,1
18,782,4
19,571,5
14,981,4
13,656,1
1,345,3
1,362,2
11,683,5
6,849,2
13,931,5
19,588,3
17,21,4
12,745,4
11,916,4
8,112,5
21,215,1
17,911,2
1,766,1
4,979,1
17,919,4
1,133,2
3,139,3
2,457,2
8,967,3
7,756,3
5,617,3
8,886,3
16,491,2
18,518,2
14,26,5
14,431,4
21,155,4
13,787,3
19,851,2
17,75,3
15,919,2
17,633,5
1,355,2
16,515,5
2,989,5
1,82,3
8,695,5
11,413,2
4,294,2
17,236,1
9,429,4
17,669,5
6,251,2
1,986,3
7,935,5
15,616,3
11,421,2
6,812,2
13,317,1
9,118,5
11,111,3
17,561,5
6,198,5
13,116,2
1,389,3
21,248,2
21,613,5
11,211,3
2,764,3
6,881,3
1,22,3
21,83,5
21,16,4
4,911,1
11,954,4
9,715,3
5,691,4
14,413,4
12,41,5
11,161,1
14,565,2
7,943,5
14,261,4
1,238,1
8,192,1
19,584,5
11,315,3
8,166,2
13,626,4
1,746,4
1,591,2
9,229,1
15,561,4
4,87,1
5,111,1
1,558,4
18,348,1
19,48,2
1,189,5
3,417,2
17,538,2
17,873,5
9,778,5
4,816,1
13,193,3
13,475,1
8,157,2
19,23,5
2,619,5
7,997,1
19,192,3
6,335,2
4,619,3
8,811,1
17,865,3
1,556,5
12,67,4
12,39,4
14,451,1
2,675,2
9,447,1
21,178,5
2,235,5
9,767,1
11,271,4
15,313,3
11,786,5
13,919,4
9,732,2
11,147,4
13,641,2
7,754,1
1,136,1
11,659,1
15,953,4
17,273,4
5,717,2
2,937,1
15,129,2
8,571,2
1,514,2
19,331,2
2,371,1
21,11,5
1,848,3
9,748,2
9,442,1
21,592,2
17,656,5
21,227,2
4,56,3
16,332,5
2,762,5
15,313,1
17,216,4
1,518,5
9,133,2
7,798,1
9,84,3
2,67,3
9,14,4
5,361,5
13,193,1
12,782,4
16,676,2
2,96,5
5,4,2
3,681,5
8,143,1
21,881,5
18,142,2
4,258,3
15,95,2
4,513,5
15,587,1
8,379,4
5,714,5
5,746,1
17,619,2
21,349,2
11,519,1
21,939,3
15,247,3
11,351,1
12,516,2
15,927,2
19,217,4
21,594,3
2,454,3
11,665,4
11,897,5
19,467,2
4,678,1
19,136,1
18,469,1
18,832,3
17,958,4
13,911,3
15,573,4
7,231,2
21,165,4
